MLSNUM,LISTPRICE,ZIP,BEDS,BATHS,SQFT,PHOTOURL
72187392,239900,1534,3,1.5,2050,http://media.mlspin.com/photo.aspx?mls=72187392
72187398,149900,1810,1,1,769,http://media.mlspin.com/photo.aspx?mls=72187398
72187403,141900,2136,2,1,712,http://media.mlspin.com/photo.aspx?mls=72187403
72187413,575000,2118,1,1,585,http://media.mlspin.com/photo.aspx?mls=72187413
72187414,329900,1867,1,1.5,950,http://media.mlspin.com/photo.aspx?mls=72187414
72187421,325000,1095,2,2.5,1714,http://media.mlspin.com/photo.aspx?mls=72187421
72187428,435000,2191,2,2,1287,http://media.mlspin.com/photo.aspx?mls=72187428
72187471,224900,1606,2,1.5,1463,http://media.mlspin.com/photo.aspx?mls=72187471
72187476,229900,1832,3,1.5,1511,http://media.mlspin.com/photo.aspx?mls=72187476
72187481,599000,2127,2,1,862,http://media.mlspin.com/photo.aspx?mls=72187481
72187520,168500,1810,1,1,719,http://media.mlspin.com/photo.aspx?mls=72187520
72187527,449000,2128,1,1,693,http://media.mlspin.com/photo.aspx?mls=72187527
72187531,309900,2188,2,2.5,1219,http://media.mlspin.com/photo.aspx?mls=72187531
72187552,279900,1832,3,2.5,1400,http://media.mlspin.com/photo.aspx?mls=72187552
72187555,449900,2476,2,1,1152,http://media.mlspin.com/photo.aspx?mls=72187555
72187562,419000,2021,2,2.5,1239,http://media.mlspin.com/photo.aspx?mls=72187562
72187582,249900,2026,2,1,1048,http://media.mlspin.com/photo.aspx?mls=72187582
72187616,315000,2148,2,1.5,973,http://media.mlspin.com/photo.aspx?mls=72187616
72187618,279900,1970,2,1.5,1496,http://media.mlspin.com/photo.aspx?mls=72187618
72187656,185000,1826,2,1,1054,http://media.mlspin.com/photo.aspx?mls=72187656
72187659,329000,2134,2,1,675,http://media.mlspin.com/photo.aspx?mls=72187659
72187670,598000,2452,2,2,1465,http://media.mlspin.com/photo.aspx?mls=72187670
72187673,429000,1915,2,1.5,1364,http://media.mlspin.com/photo.aspx?mls=72187673
72187675,389000,2150,2,2,1190,http://media.mlspin.com/photo.aspx?mls=72187675
72187696,435000,2446,1,1,596,http://media.mlspin.com/photo.aspx?mls=72187696
72187733,639000,2140,2,2,1241,http://media.mlspin.com/photo.aspx?mls=72187733
72187737,449000,1864,1,2.5,1856,http://media.mlspin.com/photo.aspx?mls=72187737
72187738,299900,1801,3,1,1000,http://media.mlspin.com/photo.aspx?mls=72187738
72187750,424900,1801,5,2,2000,http://media.mlspin.com/photo.aspx?mls=72187750
72187763,149000,1702,2,1,774,http://media.mlspin.com/photo.aspx?mls=72187763
72187773,254900,1876,2,2,1198,http://media.mlspin.com/photo.aspx?mls=72187773
72187782,339900,1752,3,2.5,2272,http://media.mlspin.com/photo.aspx?mls=72187782
72187788,585000,2139,2,1,828,http://media.mlspin.com/photo.aspx?mls=72187788
72187817,649000,2043,2,1.5,1377,http://media.mlspin.com/photo.aspx?mls=72187817
72187846,749000,2127,2,2,1256,http://media.mlspin.com/photo.aspx?mls=72187846
72187915,169900,1810,1,1,719,http://media.mlspin.com/photo.aspx?mls=72187915
72187931,625000,2130,2,1,1404,http://media.mlspin.com/photo.aspx?mls=72187931
72187934,899000,2127,3,2,1772,http://media.mlspin.com/photo.aspx?mls=72187934
72187937,300000,1824,2,1.5,2114,http://media.mlspin.com/photo.aspx?mls=72187937
72187948,799000,2476,3,2,1511,http://media.mlspin.com/photo.aspx?mls=72187948
72187959,285900,1949,1,1,769,http://media.mlspin.com/photo.aspx?mls=72187959
72187974,849000,2476,4,3,2205,http://media.mlspin.com/photo.aspx?mls=72187974
72187982,525000,1581,3,2.5,2784,http://media.mlspin.com/photo.aspx?mls=72187982
72188005,299900,1923,2,1,928,http://media.mlspin.com/photo.aspx?mls=72188005
72188009,145000,1606,2,2,1190,http://media.mlspin.com/photo.aspx?mls=72188009
72188022,528000,2130,2,1.5,958,http://media.mlspin.com/photo.aspx?mls=72188022
72188029,895000,2130,3,3,2056,http://media.mlspin.com/photo.aspx?mls=72188029
72188033,345000,2072,3,2.5,2154,http://media.mlspin.com/photo.aspx?mls=72188033
72188035,179999,1851,2,1.5,1376,http://media.mlspin.com/photo.aspx?mls=72188035
72188048,375000,1721,2,2.5,2053,http://media.mlspin.com/photo.aspx?mls=72188048
72188059,190000,1879,2,1.5,1018,http://media.mlspin.com/photo.aspx?mls=72188059
72188063,299900,1845,2,2,1248,http://media.mlspin.com/photo.aspx?mls=72188063
72188075,205000,2052,2,1,930,http://media.mlspin.com/photo.aspx?mls=72188075
72188076,409000,1950,3,1.5,1152,http://media.mlspin.com/photo.aspx?mls=72188076
72188092,379000,2176,2,1,887,http://media.mlspin.com/photo.aspx?mls=72188092
72188095,475000,2140,2,2,954,http://media.mlspin.com/photo.aspx?mls=72188095
72188105,159900,2190,1,1,759,http://media.mlspin.com/photo.aspx?mls=72188105
72188141,1199000,2445,4,2.5,1985,http://media.mlspin.com/photo.aspx?mls=72188141
72188162,589000,2465,3,2,1552,http://media.mlspin.com/photo.aspx?mls=72188162
72188177,278000,2916,2,3,1590,http://media.mlspin.com/photo.aspx?mls=72188177
72188206,625000,2143,2,1,846,http://media.mlspin.com/photo.aspx?mls=72188206
72188208,259900,1879,2,1.5,1161,http://media.mlspin.com/photo.aspx?mls=72188208
72188212,419500,1760,2,2,1418,http://media.mlspin.com/photo.aspx?mls=72188212
72188218,229000,2135,0,1,265,http://media.mlspin.com/photo.aspx?mls=72188218
72188220,655000,2143,3,1,943,http://media.mlspin.com/photo.aspx?mls=72188220
72188222,439000,2144,1,1,710,http://media.mlspin.com/photo.aspx?mls=72188222
72188232,625000,2446,2,1,1107,http://media.mlspin.com/photo.aspx?mls=72188232
72188239,559000,2125,2,2,1015,http://media.mlspin.com/photo.aspx?mls=72188239
72188240,569000,2125,2,2,1015,http://media.mlspin.com/photo.aspx?mls=72188240
72188249,335000,2130,2,1,920,http://media.mlspin.com/photo.aspx?mls=72188249
72188250,1324999,2446,3,2,1920,http://media.mlspin.com/photo.aspx?mls=72188250
72188274,599900,1801,3,2.5,2100,http://media.mlspin.com/photo.aspx?mls=72188274
72188281,949000,2138,4,2,1849,http://media.mlspin.com/photo.aspx?mls=72188281
72188285,253880,2184,2,1,790,http://media.mlspin.com/photo.aspx?mls=72188285
72188291,174900,2338,2,1.5,957,http://media.mlspin.com/photo.aspx?mls=72188291
72188306,675000,2446,2,1,1175,http://media.mlspin.com/photo.aspx?mls=72188306
72188323,449000,1720,2,2.5,1816,http://media.mlspin.com/photo.aspx?mls=72188323
72188329,269000,2135,1,1,580,http://media.mlspin.com/photo.aspx?mls=72188329
72188330,244900,1854,2,1.5,1270,http://media.mlspin.com/photo.aspx?mls=72188330
72188343,279900,1863,2,1.5,1552,http://media.mlspin.com/photo.aspx?mls=72188343
72188347,209900,1760,1,1,683,http://media.mlspin.com/photo.aspx?mls=72188347
72188351,255000,1906,2,2,973,http://media.mlspin.com/photo.aspx?mls=72188351
72188355,189000,1970,2,1,933,http://media.mlspin.com/photo.aspx?mls=72188355
72188359,145000,1852,2,1,901,http://media.mlspin.com/photo.aspx?mls=72188359
72188378,475000,2129,1,1,750,http://media.mlspin.com/photo.aspx?mls=72188378
72188397,315000,1852,4,3,2000,http://media.mlspin.com/photo.aspx?mls=72188397
72188405,579900,2021,2,2.5,2752,http://media.mlspin.com/photo.aspx?mls=72188405
72188419,215000,2019,2,2.5,1411,http://media.mlspin.com/photo.aspx?mls=72188419
72188430,949000,2127,3,2,1315,http://media.mlspin.com/photo.aspx?mls=72188430
72188431,1149000,2127,3,3,2145,http://media.mlspin.com/photo.aspx?mls=72188431
72188455,222500,2338,2,1.5,1581,http://media.mlspin.com/photo.aspx?mls=72188455
72188487,169900,1841,2,1.5,900,http://media.mlspin.com/photo.aspx?mls=72188487
72188536,789000,2478,3,2,2073,http://media.mlspin.com/photo.aspx?mls=72188536
72188583,104900,1420,2,1.5,1160,http://media.mlspin.com/photo.aspx?mls=72188583
72188592,485000,2446,1,1,676,http://media.mlspin.com/photo.aspx?mls=72188592
72188636,299900,1844,2,2.5,1800,http://media.mlspin.com/photo.aspx?mls=72188636
72188694,465000,2066,3,2.5,1960,http://media.mlspin.com/photo.aspx?mls=72188694
72188711,149900,1835,2,1.5,1046,http://media.mlspin.com/photo.aspx?mls=72188711
72188759,599900,1950,2,2.5,1885,http://media.mlspin.com/photo.aspx?mls=72188759
72188793,339900,2176,2,1,886,http://media.mlspin.com/photo.aspx?mls=72188793
72188816,139900,1832,2,1,927,http://media.mlspin.com/photo.aspx?mls=72188816
72188824,214900,1505,3,1.5,1256,http://media.mlspin.com/photo.aspx?mls=72188824
72188834,635000,2143,3,1,846,http://media.mlspin.com/photo.aspx?mls=72188834
72188852,149900,2760,2,1.5,900,http://media.mlspin.com/photo.aspx?mls=72188852
72188865,580000,2115,1,1,665,http://media.mlspin.com/photo.aspx?mls=72188865
72188873,120000,1453,2,1.5,992,http://media.mlspin.com/photo.aspx?mls=72188873
72188912,55000,1118,3,1,950,http://media.mlspin.com/photo.aspx?mls=72188912
72188915,762000,2138,3,1,897,http://media.mlspin.com/photo.aspx?mls=72188915
72189011,298500,1876,2,1.5,1496,http://media.mlspin.com/photo.aspx?mls=72189011
72189050,215000,1730,1,1,547,http://media.mlspin.com/photo.aspx?mls=72189050
72189062,335000,2122,2,1,913,http://media.mlspin.com/photo.aspx?mls=72189062
72189115,225000,1510,2,2.5,1501,http://media.mlspin.com/photo.aspx?mls=72189115
72189172,519900,1746,2,3,2850,http://media.mlspin.com/photo.aspx?mls=72189172
72189202,229900,2451,2,1,491,http://media.mlspin.com/photo.aspx?mls=72189202
72189207,299999,1545,2,1.5,1442,http://media.mlspin.com/photo.aspx?mls=72189207
72189232,285000,2563,2,1.5,1440,http://media.mlspin.com/photo.aspx?mls=72189232
72189279,245000,1915,2,1,807,http://media.mlspin.com/photo.aspx?mls=72189279
72189293,2790000,2118,3,3.5,2325,http://media.mlspin.com/photo.aspx?mls=72189293
72189300,239000,2351,2,1.5,2760,http://media.mlspin.com/photo.aspx?mls=72189300
72189335,152000,1001,2,1.5,960,http://media.mlspin.com/photo.aspx?mls=72189335
72189414,184900,1720,2,1,760,http://media.mlspin.com/photo.aspx?mls=72189414
72189427,1175000,2481,2,2.5,2004,http://media.mlspin.com/photo.aspx?mls=72189427
72189443,309500,2122,2,1,779,http://media.mlspin.com/photo.aspx?mls=72189443
72189466,325000,1890,2,1,833,http://media.mlspin.com/photo.aspx?mls=72189466
72189471,374900,1879,2,2.5,2748,http://media.mlspin.com/photo.aspx?mls=72189471
72189480,317000,1844,3,2,1353,http://media.mlspin.com/photo.aspx?mls=72189480
72189505,175000,2703,3,1.5,1400,http://media.mlspin.com/photo.aspx?mls=72189505
72189517,289000,1434,3,2.5,1720,http://media.mlspin.com/photo.aspx?mls=72189517
72189554,329900,1754,2,1.5,1586,http://media.mlspin.com/photo.aspx?mls=72189554
72189590,215000,1534,3,1.5,1174,http://media.mlspin.com/photo.aspx?mls=72189590
72189600,209900,1534,3,1.5,1174,http://media.mlspin.com/photo.aspx?mls=72189600
72189620,179900,1757,3,1.5,1086,http://media.mlspin.com/photo.aspx?mls=72189620
72189645,645000,2128,1,2,1028,http://media.mlspin.com/photo.aspx?mls=72189645
72189666,215000,1835,2,2,1757,http://media.mlspin.com/photo.aspx?mls=72189666
72189670,275000,2191,1,1,881,http://media.mlspin.com/photo.aspx?mls=72189670
72189707,519900,2118,1,1,433,http://media.mlspin.com/photo.aspx?mls=72189707
72189715,257900,1747,4,2,1549,http://media.mlspin.com/photo.aspx?mls=72189715
72189751,285000,1801,1,1.5,660,http://media.mlspin.com/photo.aspx?mls=72189751
72189779,599900,2155,3,2,2222,http://media.mlspin.com/photo.aspx?mls=72189779
72189800,399000,2124,2,1,1097,http://media.mlspin.com/photo.aspx?mls=72189800
72189883,119900,1970,2,1,825,http://media.mlspin.com/photo.aspx?mls=72189883
72189894,285000,1938,2,2,1540,http://media.mlspin.com/photo.aspx?mls=72189894
72189921,449900,2453,2,2.5,1400,http://media.mlspin.com/photo.aspx?mls=72189921
72190001,365000,2134,1,1,645,http://media.mlspin.com/photo.aspx?mls=72190001
72190044,240000,2072,2,2,1250,http://media.mlspin.com/photo.aspx?mls=72190044
72190052,254900,2093,2,1.5,1500,http://media.mlspin.com/photo.aspx?mls=72190052
72190130,399000,1970,3,1.5,1300,http://media.mlspin.com/photo.aspx?mls=72190130
72190153,279900,2124,2,2,950,http://media.mlspin.com/photo.aspx?mls=72190153
72190194,556888,2446,2,1,885,http://media.mlspin.com/photo.aspx?mls=72190194
72190207,179900,2760,2,1,1140,http://media.mlspin.com/photo.aspx?mls=72190207
72190280,158000,1129,3,2.5,1513,http://media.mlspin.com/photo.aspx?mls=72190280
72190326,959000,2114,2,1,992,http://media.mlspin.com/photo.aspx?mls=72190326
72190338,345000,1970,2,1.5,1383,http://media.mlspin.com/photo.aspx?mls=72190338
72190354,729000,2127,2,2,1099,http://media.mlspin.com/photo.aspx?mls=72190354
72190402,224900,1606,2,2.5,1238,http://media.mlspin.com/photo.aspx?mls=72190402
72190408,264900,1832,3,1.5,2100,http://media.mlspin.com/photo.aspx?mls=72190408
72190425,599000,2111,1,1,735,http://media.mlspin.com/photo.aspx?mls=72190425
72190443,144900,1752,2,1,769,http://media.mlspin.com/photo.aspx?mls=72190443
72190458,625000,2109,1,1,640,http://media.mlspin.com/photo.aspx?mls=72190458
72190480,234900,1701,2,1.5,981,http://media.mlspin.com/photo.aspx?mls=72190480
72190484,204900,1851,2,1.5,920,http://media.mlspin.com/photo.aspx?mls=72190484
72190543,229900,1852,2,1.5,1434,http://media.mlspin.com/photo.aspx?mls=72190543
72190548,1029000,2138,2,2,1906,http://media.mlspin.com/photo.aspx?mls=72190548
72190564,252860,2148,2,1.5,789,http://media.mlspin.com/photo.aspx?mls=72190564
72190586,379000,1463,3,2.5,2372,http://media.mlspin.com/photo.aspx?mls=72190586
72190594,220000,2341,2,1.5,1206,http://media.mlspin.com/photo.aspx?mls=72190594
72190603,379900,2148,3,1.5,1084,http://media.mlspin.com/photo.aspx?mls=72190603
72190607,264999,2169,2,1,713,http://media.mlspin.com/photo.aspx?mls=72190607
72190649,849000,1890,4,2.5,2395,http://media.mlspin.com/photo.aspx?mls=72190649
72190671,379900,1801,2,2,974,http://media.mlspin.com/photo.aspx?mls=72190671
72190679,315000,2149,3,1,1375,http://media.mlspin.com/photo.aspx?mls=72190679
72190711,94900,1103,1,1,756,http://media.mlspin.com/photo.aspx?mls=72190711
72190752,449000,2130,3,1,1027,http://media.mlspin.com/photo.aspx?mls=72190752
72190758,125000,1604,2,1,954,http://media.mlspin.com/photo.aspx?mls=72190758
72190759,139900,1075,2,1.5,1216,http://media.mlspin.com/photo.aspx?mls=72190759
72190785,314900,1824,2,1.5,1450,http://media.mlspin.com/photo.aspx?mls=72190785
72190805,289900,1830,3,2.5,2072,http://media.mlspin.com/photo.aspx?mls=72190805
72190806,149900,1129,3,2.5,1514,http://media.mlspin.com/photo.aspx?mls=72190806
72190824,127500,1850,2,1,805,http://media.mlspin.com/photo.aspx?mls=72190824
72190847,229900,1701,2,1.5,981,http://media.mlspin.com/photo.aspx?mls=72190847
72190856,299900,1721,2,2.5,1545,http://media.mlspin.com/photo.aspx?mls=72190856
72190857,123500,1060,1,1,580,http://media.mlspin.com/photo.aspx?mls=72190857
72190869,234900,3044,1,2.5,1395,http://media.mlspin.com/photo.aspx?mls=72190869
72190898,589000,2127,2,1.5,918,http://media.mlspin.com/photo.aspx?mls=72190898
72190940,210000,2169,1,1,685,http://media.mlspin.com/photo.aspx?mls=72190940
72190950,219900,1879,2,1.5,1514,http://media.mlspin.com/photo.aspx?mls=72190950
72190989,479240,1867,2,2,1312,http://media.mlspin.com/photo.aspx?mls=72190989
72191129,190000,2649,1,1,456,http://media.mlspin.com/photo.aspx?mls=72191129
72191146,149050,1001,2,1.5,986,http://media.mlspin.com/photo.aspx?mls=72191146
72191152,234900,1854,1,1,1239,http://media.mlspin.com/photo.aspx?mls=72191152
72191169,429000,1950,1,1.5,1988,http://media.mlspin.com/photo.aspx?mls=72191169
72191171,329000,1950,2,1,955,http://media.mlspin.com/photo.aspx?mls=72191171
72191187,160000,1604,2,2,1165,http://media.mlspin.com/photo.aspx?mls=72191187
72191204,163000,1864,1,1,695,http://media.mlspin.com/photo.aspx?mls=72191204
72191225,395000,2135,2,1,821,http://media.mlspin.com/photo.aspx?mls=72191225
72191227,459000,2118,1,1,365,http://media.mlspin.com/photo.aspx?mls=72191227
72191232,260000,1527,2,2.5,1454,http://media.mlspin.com/photo.aspx?mls=72191232
72191254,319900,2045,2,2,1220,http://media.mlspin.com/photo.aspx?mls=72191254
72191295,109900,1852,2,1,860,http://media.mlspin.com/photo.aspx?mls=72191295
72191315,325000,1966,2,1.5,990,http://media.mlspin.com/photo.aspx?mls=72191315
72191386,187000,2190,2,1.5,910,http://media.mlspin.com/photo.aspx?mls=72191386
72191471,325000,1834,2,2,1272,http://media.mlspin.com/photo.aspx?mls=72191471
72191497,180000,1604,1,1,822,http://media.mlspin.com/photo.aspx?mls=72191497
72191557,540000,2138,1,1,775,http://media.mlspin.com/photo.aspx?mls=72191557
72191565,239000,2072,2,1.5,1260,http://media.mlspin.com/photo.aspx?mls=72191565
72191570,109900,1810,1,1,480,http://media.mlspin.com/photo.aspx?mls=72191570
72191576,669000,2445,1,1,974,http://media.mlspin.com/photo.aspx?mls=72191576
72191578,215000,2537,2,1.5,1152,http://media.mlspin.com/photo.aspx?mls=72191578
72191625,211000,1863,2,1.5,1136,http://media.mlspin.com/photo.aspx?mls=72191625
72191674,64900,1001,2,1.5,1058,http://media.mlspin.com/photo.aspx?mls=72191674
72191677,149900,1453,2,1.5,1204,http://media.mlspin.com/photo.aspx?mls=72191677
72191710,339999,2148,3,2,1338,http://media.mlspin.com/photo.aspx?mls=72191710
72191719,309900,3087,2,2.5,2262,http://media.mlspin.com/photo.aspx?mls=72191719
72191738,250000,1450,2,2,1160,http://media.mlspin.com/photo.aspx?mls=72191738
72191809,142900,1108,2,1.5,884,http://media.mlspin.com/photo.aspx?mls=72191809
72191942,197500,1845,2,1,850,http://media.mlspin.com/photo.aspx?mls=72191942
72191955,147500,1702,1,1,670,http://media.mlspin.com/photo.aspx?mls=72191955
72191960,260000,1960,2,2,1116,http://media.mlspin.com/photo.aspx?mls=72191960
72191998,415000,2360,2,2.5,2400,http://media.mlspin.com/photo.aspx?mls=72191998
72192002,168000,3063,2,2,1130,http://media.mlspin.com/photo.aspx?mls=72192002
72192007,241999,1915,3,1,1131,http://media.mlspin.com/photo.aspx?mls=72192007
72192052,290000,1721,2,2.5,1345,http://media.mlspin.com/photo.aspx?mls=72192052
72192063,159900,1583,2,1.5,1074,http://media.mlspin.com/photo.aspx?mls=72192063
72192085,345000,2171,2,2,1170,http://media.mlspin.com/photo.aspx?mls=72192085
72192098,310000,1863,2,1.5,1592,http://media.mlspin.com/photo.aspx?mls=72192098
72192104,445000,2127,1,1,620,http://media.mlspin.com/photo.aspx?mls=72192104
72192136,275000,2038,2,2.5,1240,http://media.mlspin.com/photo.aspx?mls=72192136
72192221,169900,33909,3,2,1468,http://media.mlspin.com/photo.aspx?mls=72192221
72192248,349000,2453,1,1,809,http://media.mlspin.com/photo.aspx?mls=72192248
72192250,124900,1719,1,1,690,http://media.mlspin.com/photo.aspx?mls=72192250
72192271,459900,1970,2,2.5,1353,http://media.mlspin.com/photo.aspx?mls=72192271
72192273,159900,2720,2,2,1200,http://media.mlspin.com/photo.aspx?mls=72192273
72192349,199900,1075,2,2.5,1203,http://media.mlspin.com/photo.aspx?mls=72192349
72192382,535000,2445,2,1,792,http://media.mlspin.com/photo.aspx?mls=72192382
72192387,349000,2130,2,1,714,http://media.mlspin.com/photo.aspx?mls=72192387
72192391,449000,2130,2,1,1011,http://media.mlspin.com/photo.aspx?mls=72192391
72192442,285000,1876,2,1.5,1240,http://media.mlspin.com/photo.aspx?mls=72192442
72192464,173000,1720,2,1,842,http://media.mlspin.com/photo.aspx?mls=72192464
72192506,479000,2125,3,1.5,908,http://media.mlspin.com/photo.aspx?mls=72192506
72192508,499000,2125,3,1.5,908,http://media.mlspin.com/photo.aspx?mls=72192508
72192509,315000,1913,2,1.5,1733,http://media.mlspin.com/photo.aspx?mls=72192509
72192531,819900,2446,2,2,950,http://media.mlspin.com/photo.aspx?mls=72192531
72192538,127900,2302,1,1,599,http://media.mlspin.com/photo.aspx?mls=72192538
72192539,124900,1022,2,1,1078,http://media.mlspin.com/photo.aspx?mls=72192539
72192607,399000,2127,1,1,560,http://media.mlspin.com/photo.aspx?mls=72192607
72192613,260000,1970,3,1,1350,http://media.mlspin.com/photo.aspx?mls=72192613
72192680,185900,2571,2,2,1122,http://media.mlspin.com/photo.aspx?mls=72192680
72192704,525000,2446,1,1,716,http://media.mlspin.com/photo.aspx?mls=72192704
72192722,143900,1453,2,1.5,1336,http://media.mlspin.com/photo.aspx?mls=72192722
72192773,204900,1432,2,1.5,1079,http://media.mlspin.com/photo.aspx?mls=72192773
72192814,399900,1826,2,2,1532,http://media.mlspin.com/photo.aspx?mls=72192814
72192840,535000,2113,1,1,548,http://media.mlspin.com/photo.aspx?mls=72192840
72192841,549000,2119,3,3.5,1800,http://media.mlspin.com/photo.aspx?mls=72192841
72192854,689999,2453,3,2.5,2500,http://media.mlspin.com/photo.aspx?mls=72192854
72192858,429000,2114,1,1,832,http://media.mlspin.com/photo.aspx?mls=72192858
72192888,123900,3848,1,1,870,http://media.mlspin.com/photo.aspx?mls=72192888
72192910,2195000,2110,2,2,1308,http://media.mlspin.com/photo.aspx?mls=72192910
72192933,229900,1915,1,1,884,http://media.mlspin.com/photo.aspx?mls=72192933
72192960,274900,2180,2,1,1068,http://media.mlspin.com/photo.aspx?mls=72192960
72192979,439900,2125,2,2,926,http://media.mlspin.com/photo.aspx?mls=72192979
72193008,1050000,2116,2,1.5,1106,http://media.mlspin.com/photo.aspx?mls=72193008
72193018,739900,2446,2,1,1058,http://media.mlspin.com/photo.aspx?mls=72193018
72193031,60000,1604,2,1,718,http://media.mlspin.com/photo.aspx?mls=72193031
72193033,375000,2131,3,2.5,1729,http://media.mlspin.com/photo.aspx?mls=72193033
72193056,205000,1826,2,1.5,1154,http://media.mlspin.com/photo.aspx?mls=72193056
72193074,2795000,2118,3,4,2132,http://media.mlspin.com/photo.aspx?mls=72193074
72193119,249900,1832,2,1.5,1719,http://media.mlspin.com/photo.aspx?mls=72193119
72193125,429000,2333,3,2.5,2646,http://media.mlspin.com/photo.aspx?mls=72193125
72193128,179900,1089,2,2.5,1200,http://media.mlspin.com/photo.aspx?mls=72193128
72193130,589000,2130,3,2,1443,http://media.mlspin.com/photo.aspx?mls=72193130
72193137,229900,2780,3,2.5,1445,http://media.mlspin.com/photo.aspx?mls=72193137
72193144,434999,2127,1,1,600,http://media.mlspin.com/photo.aspx?mls=72193144
72193185,299000,2124,2,1,745,http://media.mlspin.com/photo.aspx?mls=72193185
72193208,215500,1845,2,1,892,http://media.mlspin.com/photo.aspx?mls=72193208
72193209,709900,2141,2,2,1019,http://media.mlspin.com/photo.aspx?mls=72193209
72193217,829000,2109,1,1.5,890,http://media.mlspin.com/photo.aspx?mls=72193217
72193223,234900,2048,2,2,1540,http://media.mlspin.com/photo.aspx?mls=72193223
72193230,390000,2053,2,2.5,2280,http://media.mlspin.com/photo.aspx?mls=72193230
72193235,565000,1803,3,2.5,2400,http://media.mlspin.com/photo.aspx?mls=72193235
72193238,289900,1845,3,1.5,1729,http://media.mlspin.com/photo.aspx?mls=72193238
72193280,585000,2139,1,1.5,962,http://media.mlspin.com/photo.aspx?mls=72193280
72193282,144900,1506,2,2.5,1348,http://media.mlspin.com/photo.aspx?mls=72193282
72193288,399900,2453,2,1.5,1109,http://media.mlspin.com/photo.aspx?mls=72193288
72193289,229900,1845,2,1.5,1315,http://media.mlspin.com/photo.aspx?mls=72193289
72193304,269900,2370,3,1.5,2006,http://media.mlspin.com/photo.aspx?mls=72193304
72193313,205000,2343,2,2,940,http://media.mlspin.com/photo.aspx?mls=72193313
72193320,249900,1902,3,1,1420,http://media.mlspin.com/photo.aspx?mls=72193320
72193340,234900,2703,2,1.5,1620,http://media.mlspin.com/photo.aspx?mls=72193340
72193344,149900,1970,1,1,471,http://media.mlspin.com/photo.aspx?mls=72193344
72193358,329900,1913,2,2.5,1553,http://media.mlspin.com/photo.aspx?mls=72193358
72193367,519999,2125,2,2,1022,http://media.mlspin.com/photo.aspx?mls=72193367
72193388,264000,1537,2,2,1624,http://media.mlspin.com/photo.aspx?mls=72193388
72193394,499999,2125,2,2,985,http://media.mlspin.com/photo.aspx?mls=72193394
72193405,489999,2125,2,2,985,http://media.mlspin.com/photo.aspx?mls=72193405
72193414,389000,2453,3,1,1300,http://media.mlspin.com/photo.aspx?mls=72193414
72193416,349000,2132,1,1,761,http://media.mlspin.com/photo.aspx?mls=72193416
72193421,252500,1970,2,1,954,http://media.mlspin.com/photo.aspx?mls=72193421
72193423,425000,2134,2,1,899,http://media.mlspin.com/photo.aspx?mls=72193423
72193443,959000,2138,3,2,1654,http://media.mlspin.com/photo.aspx?mls=72193443
72193456,775000,2421,3,2,1668,http://media.mlspin.com/photo.aspx?mls=72193456
72193493,279000,2169,2,1,940,http://media.mlspin.com/photo.aspx?mls=72193493
72193510,568000,2478,2,1.5,1514,http://media.mlspin.com/photo.aspx?mls=72193510
72193520,399500,2148,2,2,949,http://media.mlspin.com/photo.aspx?mls=72193520
72193537,219900,2703,3,1.5,1308,http://media.mlspin.com/photo.aspx?mls=72193537
72193551,585000,2130,2,2.5,1000,http://media.mlspin.com/photo.aspx?mls=72193551
72193559,449000,2472,3,1,1171,http://media.mlspin.com/photo.aspx?mls=72193559
72193573,159900,2767,1,1.5,904,http://media.mlspin.com/photo.aspx?mls=72193573
72193595,419000,1721,2,2.5,2193,http://media.mlspin.com/photo.aspx?mls=72193595
72193599,458000,2139,1,1,770,http://media.mlspin.com/photo.aspx?mls=72193599
72193635,174900,2375,2,1,1005,http://media.mlspin.com/photo.aspx?mls=72193635
72193720,448000,2464,2,1,1120,http://media.mlspin.com/photo.aspx?mls=72193720
72193758,499000,2478,2,1,1139,http://media.mlspin.com/photo.aspx?mls=72193758
72193760,419000,2125,2,1,825,http://media.mlspin.com/photo.aspx?mls=72193760
72193765,539000,2125,3,2,1150,http://media.mlspin.com/photo.aspx?mls=72193765
72193768,220000,1949,2,1,850,http://media.mlspin.com/photo.aspx?mls=72193768
72193775,499000,2125,2,2,1150,http://media.mlspin.com/photo.aspx?mls=72193775
72193782,315000,1970,2,2,1136,http://media.mlspin.com/photo.aspx?mls=72193782
72193791,175000,1923,2,1,673,http://media.mlspin.com/photo.aspx?mls=72193791
72193803,460000,2135,2,1,824,http://media.mlspin.com/photo.aspx?mls=72193803
72193809,269900,185,2,1.5,1365,http://media.mlspin.com/photo.aspx?mls=72193809
72193825,299900,1876,2,1.5,1274,http://media.mlspin.com/photo.aspx?mls=72193825
72193841,262000,2093,2,1.5,1248,http://media.mlspin.com/photo.aspx?mls=72193841
72193844,550000,2467,1,1.5,854,http://media.mlspin.com/photo.aspx?mls=72193844
72193861,469900,2145,3,1,1147,http://media.mlspin.com/photo.aspx?mls=72193861
72193877,135000,1453,2,1.5,1152,http://media.mlspin.com/photo.aspx?mls=72193877
72193887,579900,2111,1,1,489,http://media.mlspin.com/photo.aspx?mls=72193887
72193890,179000,1904,2,1,715,http://media.mlspin.com/photo.aspx?mls=72193890
72193898,579900,2141,2,1,736,http://media.mlspin.com/photo.aspx?mls=72193898
